Date,MSTR_Close,BTC-USD_Close,BTC_Purchased,Total_BTC,Total_Investment_USD,BTC_Total_Value,MSTR_Total_Value,Value_Ratio
2019-12-13,14.53499984741211,7269.6845703125,,,,,2659730552.078247,
2019-12-14,14.53499984741211,7124.673828125,,,,,2659730552.078247,
2019-12-15,14.53499984741211,7152.3017578125,,,,,2659730552.078247,
2019-12-16,14.652999877929688,6932.48046875,,,,,2681323141.6625977,
2019-12-17,14.734999656677246,6640.51513671875,,,,,2696328117.176056,
2019-12-18,14.58199977874756,7276.802734375,,,,,2668330975.5134587,
2019-12-19,14.595000267028809,7202.84423828125,,,,,2670709908.8630676,
2019-12-20,14.520000457763672,7218.81640625,,,,,2656985843.765259,
2019-12-21,14.520000457763672,7191.15869140625,,,,,2656985843.765259,
2019-12-22,14.520000457763672,7511.5888671875,,,,,2656985843.765259,
2019-12-23,14.43299961090088,7355.62841796875,,,,,2641065732.7995305,
2019-12-24,14.4399995803833,7322.5322265625,,,,,2642346643.2151794,
2019-12-25,14.4399995803833,7275.15576171875,,,,,2642346643.2151794,
2019-12-26,14.505000114440918,7238.966796875,,,,,2654240960.9413147,
2019-12-27,14.47599983215332,7290.08837890625,,,,,2648934257.286072,
2019-12-28,14.47599983215332,7317.990234375,,,,,2648934257.286072,
2019-12-29,14.47599983215332,7422.65283203125,,,,,2648934257.286072,
2019-12-30,14.20199966430664,7292.9951171875,,,,,2598795514.5721436,
2019-12-31,14.262999534606934,7193.59912109375,,,,,2609957758.8386536,
2020-01-01,14.262999534606934,7200.17431640625,,,,,2609957758.8386536,
2020-01-02,14.430999755859377,6985.47021484375,,,,,2640699783.325196,
2020-01-03,14.357000350952148,7344.88427734375,,,,,2627158780.2200317,
2020-01-04,14.357000350952148,7410.65673828125,,,,,2627158780.2200317,
2020-01-05,14.357000350952148,7411.3173828125,,,,,2627158780.2200317,
2020-01-06,14.425000190734863,7769.21923828125,,,,,2639601934.902191,
2020-01-07,14.38700008392334,8163.6923828125,,,,,2632648371.356964,
2020-01-08,14.371000289916992,8079.86279296875,,,,,2629720601.0513306,
2020-01-09,14.350000381469728,7879.0712890625,,,,,2625877869.804383,
2020-01-10,14.23900032043457,8166.55419921875,,,,,2605566190.635681,
2020-01-11,14.23900032043457,8037.53759765625,,,,,2605566190.635681,
2020-01-12,14.23900032043457,8192.494140625,,,,,2605566190.635681,
2020-01-13,14.458999633789062,8144.1943359375,,,,,2645823424.987793,
2020-01-14,14.47700023651123,8827.7646484375,,,,,2649117319.278717,
2020-01-15,14.626999855041504,8807.0107421875,,,,,2676565449.4743347,
2020-01-16,14.67199993133545,8723.7861328125,,,,,2684799923.435211,
2020-01-17,14.673999786376951,8929.0380859375,,,,,2685165872.9095454,
2020-01-18,14.673999786376951,8942.80859375,,,,,2685165872.9095454,
2020-01-19,14.673999786376951,8706.2451171875,,,,,2685165872.9095454,
2020-01-20,14.673999786376951,8657.642578125,,,,,2685165872.9095454,
2020-01-21,14.595000267028809,8745.89453125,,,,,2670709908.8630676,
2020-01-22,14.592000007629396,8680.8759765625,,,,,2670160897.396088,
2020-01-23,14.574000358581545,8406.515625,,,,,2666867177.61612,
2020-01-24,14.315999984741213,8445.4345703125,,,,,2619656205.207825,
2020-01-25,14.315999984741213,8367.84765625,,,,,2619656205.207825,
2020-01-26,14.315999984741213,8596.830078125,,,,,2619656205.207825,
2020-01-27,14.253000259399414,8909.8193359375,,,,,2608128011.46698,
2020-01-28,14.399999618530272,9358.58984375,,,,,2635027130.195617,
2020-01-29,15.260000228881836,9316.6298828125,,,,,2792396921.8826294,
2020-01-30,15.270000457763672,9508.9931640625,,,,,2794226843.765259,
2020-01-31,15.20300006866455,9350.529296875,,,,,2781966576.564789,
2020-02-01,15.20300006866455,9392.875,,,,,2781966576.564789,
2020-02-02,15.20300006866455,9344.365234375,,,,,2781966576.564789,
2020-02-03,14.947999954223633,9293.521484375,,,,,2735304615.623474,
2020-02-04,15.180999755859377,9180.962890625,,,,,2777940783.325196,
2020-02-05,15.284000396728516,9613.423828125,,,,,2796788664.5965576,
2020-02-06,15.223999977111816,9729.8017578125,,,,,2785809307.811737,
2020-02-07,15.265999794006348,9795.943359375,,,,,2793494770.3056335,
2020-02-08,15.265999794006348,9865.119140625,,,,,2793494770.3056335,
2020-02-09,15.265999794006348,10116.673828125,,,,,2793494770.3056335,
2020-02-10,15.145000457763672,9856.611328125,,,,,2771353343.765259,
2020-02-11,15.210000038146973,10208.236328125,,,,,2783247486.980438,
2020-02-12,14.984000205993652,10326.0546875,,,,,2741892229.6943665,
2020-02-13,14.807000160217283,10214.3798828125,,,,,2709503345.31784,
2020-02-14,14.883999824523926,10312.1162109375,,,,,2723593359.889984,
2020-02-15,14.883999824523926,9889.4248046875,,,,,2723593359.889984,
2020-02-16,14.883999824523926,9934.43359375,,,,,2723593359.889984,
2020-02-17,14.883999824523926,9690.142578125,,,,,2723593359.889984,
2020-02-18,14.79699993133545,10141.99609375,,,,,2707673423.435211,
2020-02-19,14.960000038146973,9633.38671875,,,,,2737500486.980438,
2020-02-20,14.979999542236328,9608.4755859375,,,,,2741160156.234741,
2020-02-21,14.994999885559082,9686.44140625,,,,,2743905039.0586853,
2020-02-22,14.994999885559082,9663.181640625,,,,,2743905039.0586853,
2020-02-23,14.994999885559082,9924.515625,,,,,2743905039.0586853,
2020-02-24,14.588000297546388,9650.1748046875,,,,,2669428998.4474187,
2020-02-25,14.005000114440918,9341.705078125,,,,,2562746960.9413147,
2020-02-26,14.01200008392334,8820.5224609375,,,,,2564027871.356964,
2020-02-27,13.621999740600586,8784.494140625,,,,,2492662488.53302,
2020-02-28,13.515999794006348,8672.455078125,,,,,2473265770.3056335,
2020-02-29,13.515999794006348,8599.5087890625,,,,,2473265770.3056335,
2020-03-01,13.515999794006348,8562.4541015625,,,,,2473265770.3056335,
2020-03-02,13.67199993133545,8869.669921875,,,,,2501811923.435211,
2020-03-03,13.439000129699709,8787.7861328125,,,,,2459175755.7334905,
2020-03-04,13.616999626159668,8755.24609375,,,,,2491747527.5917053,
2020-03-05,13.687999725341797,9078.7626953125,,,,,2504739693.7408447,
2020-03-06,13.628000259399414,9122.5458984375,,,,,2493760511.46698,
2020-03-07,13.628000259399414,8909.9541015625,,,,,2493760511.46698,
2020-03-08,13.628000259399414,8108.1162109375,,,,,2493760511.46698,
2020-03-09,12.942999839782717,7923.64453125,,,,,2368413654.68216,
2020-03-10,12.998000144958496,7909.7294921875,,,,,2378478050.5256653,
2020-03-11,12.414999961853027,7911.43017578125,,,,,2271796013.019562,
2020-03-12,10.852999687194824,4970.7880859375,,,,,1985968706.7604065,
2020-03-13,11.133000373840332,5563.70703125,,,,,2037205472.4082947,
2020-03-14,11.133000373840332,5200.3662109375,,,,,2037205472.4082947,
2020-03-15,11.133000373840332,5392.31494140625,,,,,2037205472.4082947,
2020-03-16,10.666000366210938,5014.47998046875,,,,,1951750075.012207,
2020-03-17,10.935999870300291,5225.62939453125,,,,,2001156744.2665098,
2020-03-18,9.220000267028809,5238.4384765625,,,,,1687149408.8630676,
2020-03-19,10.538000106811523,6191.19287109375,,,,,1928327563.545227,
2020-03-20,10.074000358581545,6198.7783203125,,,,,1843421177.6161196,
2020-03-21,10.074000358581545,6185.06640625,,,,,1843421177.6161196,
2020-03-22,10.074000358581545,5830.2548828125,,,,,1843421177.6161196,
2020-03-23,10.246999740600586,6416.31494140625,,,,,1875077988.53302,
2020-03-24,10.689000129699709,6734.8037109375,,,,,1955958755.7334902,
2020-03-25,10.413000106811523,6681.06298828125,,,,,1905454063.545227,
2020-03-26,11.053999900817873,6716.4404296875,,,,,2022749333.8508608,
2020-03-27,10.630999565124512,6469.79833984375,,,,,1945345348.4230042,
2020-03-28,10.630999565124512,6242.19384765625,,,,,1945345348.4230042,
2020-03-29,10.630999565124512,5922.04296875,,,,,1945345348.4230042,
2020-03-30,11.02400016784668,6429.841796875,,,,,2017259742.7139282,
2020-03-31,11.8100004196167,6438.64453125,,,,,2161088356.7848206,
2020-04-01,11.33899974822998,6606.7763671875,,,,,2074900885.9291077,
2020-04-02,11.449000358581545,6793.62451171875,,,,,2095029677.6161196,
2020-04-03,11.222999572753906,6733.38720703125,,,,,2053674245.8190918,
2020-04-04,11.222999572753906,6867.52734375,,,,,2053674245.8190918,
2020-04-05,11.222999572753906,6791.12939453125,,,,,2053674245.8190918,
2020-04-06,11.602999687194824,7271.78125,,,,,2123209706.7604065,
2020-04-07,11.770999908447266,7176.41455078125,,,,,2153951731.2469482,
2020-04-08,12.300000190734863,7334.0986328125,,,,,2250752434.902191,
2020-04-09,12.541999816894531,7302.08935546875,,,,,2295035462.4938965,
2020-04-10,12.541999816894531,6865.4931640625,,,,,2295035462.4938965,
2020-04-11,12.541999816894531,6859.0830078125,,,,,2295035462.4938965,
2020-04-12,12.541999816894531,6971.091796875,,,,,2295035462.4938965,
2020-04-13,12.208999633789062,6845.03759765625,,,,,2234100424.987793,
2020-04-14,12.649999618530272,6842.427734375,,,,,2314798130.195617,
2020-04-15,12.260000228881836,6642.10986328125,,,,,2243432921.8826294,
2020-04-16,12.413000106811523,7116.80419921875,,,,,2271430063.545227,
2020-04-17,12.652999877929688,7096.1845703125,,,,,2315347141.6625977,
2020-04-18,12.652999877929688,7257.6650390625,,,,,2315347141.6625977,
2020-04-19,12.652999877929688,7189.4248046875,,,,,2315347141.6625977,
2020-04-20,12.69200038909912,6881.95849609375,,,,,2322483767.2004695,
2020-04-21,12.270999908447266,6880.3232421875,,,,,2245445731.2469482,
2020-04-22,12.50100040435791,7117.20751953125,,,,,2287533061.9926453,
2020-04-23,12.597999572753906,7429.724609375,,,,,2305282745.819092,
2020-04-24,12.55500030517578,7550.90087890625,,,,,2297414395.8435054,
2020-04-25,12.55500030517578,7569.93603515625,,,,,2297414395.8435054,
2020-04-26,12.55500030517578,7679.8671875,,,,,2297414395.8435054,
2020-04-27,12.92300033569336,7795.60107421875,,,,,2364753985.4278564,
2020-04-28,12.885000228881836,7807.05859375,,,,,2357800421.8826294,
2020-04-29,12.748000144958496,8801.0380859375,,,,,2332731050.5256653,
2020-04-30,12.633000373840332,8658.5537109375,,,,,2311687472.4082947,
2020-05-01,12.258999824523926,8864.7666015625,,,,,2243249859.889984,
2020-05-02,12.258999824523926,8988.5966796875,,,,,2243249859.889984,
2020-05-03,12.258999824523926,8897.46875,,,,,2243249859.889984,
2020-05-04,11.854999542236328,8912.654296875,,,,,2169322656.234741,
2020-05-05,12.081000328063965,9003.0703125,,,,,2210678088.031769,
2020-05-06,12.199999809265137,9268.76171875,,,,,2232453565.097809,
2020-05-07,12.347999572753906,9951.5185546875,,,,,2259535745.819092,
2020-05-08,12.467000007629396,9842.666015625,,,,,2281311397.396088,
2020-05-09,12.467000007629396,9593.896484375,,,,,2281311397.396088,
2020-05-10,12.467000007629396,8756.4306640625,,,,,2281311397.396088,
2020-05-11,12.381999969482422,8601.7958984375,,,,,2265757410.4156494,
2020-05-12,12.01099967956543,8804.4775390625,,,,,2197868809.364319,
2020-05-13,11.494999885559082,9269.9873046875,,,,,2103447039.0586853,
2020-05-14,11.321000099182127,9733.7216796875,,,,,2071607166.1491392,
2020-05-15,11.55799961090088,9328.197265625,,,,,2114975232.7995303,
2020-05-16,11.55799961090088,9377.013671875,,,,,2114975232.7995303,
2020-05-17,11.55799961090088,9670.7392578125,,,,,2114975232.7995303,
2020-05-18,12.012999534606934,9726.5751953125,,,,,2198234758.8386536,
2020-05-19,11.906000137329102,9729.0380859375,,,,,2178655153.1295776,
2020-05-20,12.12399959564209,9522.9814453125,,,,,2218546438.0073547,
2020-05-21,12.071999549865724,9081.76171875,,,,,2209031053.6308293,
2020-05-22,12.237000465393066,9182.5771484375,,,,,2239224241.1613464,
2020-05-23,12.237000465393066,9209.287109375,,,,,2239224241.1613464,
2020-05-24,12.237000465393066,8790.3681640625,,,,,2239224241.1613464,
2020-05-25,12.237000465393066,8906.9345703125,,,,,2239224241.1613464,
2020-05-26,12.470999717712402,8835.052734375,,,,,2282043296.344757,
2020-05-27,12.592000007629396,9181.017578125,,,,,2304184897.396088,
2020-05-28,12.534000396728516,9525.7509765625,,,,,2293571664.5965576,
2020-05-29,12.447999954223633,9439.1240234375,,,,,2277834615.623474,
2020-05-30,12.447999954223633,9700.4140625,,,,,2277834615.623474,
2020-05-31,12.447999954223633,9461.05859375,,,,,2277834615.623474,
2020-06-01,12.260000228881836,10167.2685546875,,,,,2243432921.8826294,
2020-06-02,12.109000205993652,9529.8037109375,,,,,2215801729.6943665,
2020-06-03,12.963000297546388,9656.7177734375,,,,,2372073498.4474187,
2020-06-04,12.529999732971191,9800.63671875,,,,,2292839591.1369324,
2020-06-05,12.520999908447266,9665.533203125,,,,,2291192731.2469482,
2020-06-06,12.520999908447266,9653.6796875,,,,,2291192731.2469482,
2020-06-07,12.520999908447266,9758.8525390625,,,,,2291192731.2469482,
2020-06-08,12.63599967956543,9771.4892578125,,,,,2312236309.364319,
2020-06-09,12.567999839782717,9795.7001953125,,,,,2299793154.68216,
2020-06-10,12.392000198364258,9870.0947265625,,,,,2267587332.298279,
2020-06-11,11.734000205993652,9321.78125,,,,,2147181229.6943665,
2020-06-12,11.802000045776367,9480.84375,,,,,2159624384.376526,
2020-06-13,11.802000045776367,9475.27734375,,,,,2159624384.376526,
2020-06-14,11.802000045776367,9386.7880859375,,,,,2159624384.376526,
2020-06-15,12.267000198364258,9450.7021484375,,,,,2244713832.298279,
2020-06-16,12.196000099182127,9538.0244140625,,,,,2231721666.149139,
2020-06-17,12.17300033569336,9480.2548828125,,,,,2227512985.4278564,
2020-06-18,11.946000099182127,9411.8408203125,,,,,2185974666.149139,
2020-06-19,11.819000244140623,9288.0185546875,,,,,2162735216.674804,
2020-06-20,11.819000244140623,9332.3408203125,,,,,2162735216.674804,
2020-06-21,11.819000244140623,9303.6298828125,,,,,2162735216.674804,
2020-06-22,11.871000289916992,9648.7177734375,,,,,2172250601.0513306,
2020-06-23,11.753999710083008,9629.658203125,,,,,2150840898.9486694,
2020-06-24,11.437999725341797,9313.6103515625,,,,,2093016693.7408447,
2020-06-25,11.779000282287598,9264.8134765625,,,,,2155415703.655243,
2020-06-26,11.600000381469728,9162.91796875,,,,,2122660869.8043826,
2020-06-27,11.600000381469728,9045.390625,,,,,2122660869.8043826,
2020-06-28,11.600000381469728,9143.58203125,,,,,2122660869.8043826,
2020-06-29,11.850000381469728,9190.8544921875,,,,,2168407869.804383,
2020-06-30,11.82900047302246,9137.9931640625,,,,,2164565138.5574336,
2020-07-01,11.779999732971191,9228.3251953125,,,,,2155598591.1369324,
2020-07-02,11.734999656677246,9123.41015625,,,,,2147364117.176056,
2020-07-03,11.734999656677246,9087.3037109375,,,,,2147364117.176056,
2020-07-04,11.734999656677246,9132.48828125,,,,,2147364117.176056,
2020-07-05,11.734999656677246,9073.9423828125,,,,,2147364117.176056,
2020-07-06,11.975000381469728,9375.474609375,,,,,2191281369.804383,
2020-07-07,11.809000015258787,9252.27734375,,,,,2160905294.792175,
2020-07-08,11.821999549865724,9428.3330078125,,,,,2163284053.6308293,
2020-07-09,11.737000465393066,9277.9677734375,,,,,2147730241.1613464,
2020-07-10,11.765999794006348,9278.8076171875,,,,,2153036770.3056335,
2020-07-11,11.765999794006348,9240.3466796875,,,,,2153036770.3056335,
2020-07-12,11.765999794006348,9276.5,,,,,2153036770.3056335,
2020-07-13,11.57900047302246,9243.6142578125,,,,,2118818138.5574338,
2020-07-14,11.666000366210938,9243.2138671875,,,,,2134738075.012207,
2020-07-15,12.045000076293944,9192.8369140625,,,,,2204090473.960876,
2020-07-16,11.845999717712402,9132.2275390625,,,,,2167675796.344757,
2020-07-17,11.833999633789062,9151.392578125,,,,,2165479924.987793,
2020-07-18,11.833999633789062,9159.0400390625,,,,,2165479924.987793,
2020-07-19,11.833999633789062,9185.8173828125,,,,,2165479924.987793,
2020-07-20,12.050999641418455,9164.2314453125,,,,,2205188322.38388,
2020-07-21,12.104000091552734,9374.8876953125,,,,,2214886768.7530518,
2020-07-22,12.121000289916992,9525.36328125,,,,,2217997601.0513306,
2020-07-23,11.97599983215332,9581.072265625,,,,,2191464257.286072,
2020-07-24,11.69499969482422,9536.892578125,,,,,2140044604.1564944,
2020-07-25,11.69499969482422,9677.11328125,,,,,2140044604.1564944,
2020-07-26,11.69499969482422,9905.1669921875,,,,,2140044604.1564944,
2020-07-27,11.765999794006348,10990.873046875,,,,,2153036770.3056335,
2020-07-28,11.781000137329102,10912.8232421875,,,,,2155781653.1295776,
2020-07-29,12.27400016784668,11100.4677734375,,,,,2245994742.713928,
2020-07-30,12.21500015258789,11111.2138671875,,,,,2235198447.921753,
2020-07-31,12.392000198364258,11323.466796875,,,,,2267587332.298279,
2020-08-01,12.392000198364258,11759.5927734375,,,,,2267587332.298279,
2020-08-02,12.392000198364258,11053.6142578125,,,,,2267587332.298279,
2020-08-03,12.366000175476074,11246.3486328125,,,,,2262829640.110016,
2020-08-04,12.33199977874756,11205.892578125,,,,,2256607975.5134587,
2020-08-05,12.395000457763672,11747.0224609375,,,,,2268136343.765259,
2020-08-06,12.335000038146973,11779.7734375,,,,,2257156986.980438,
2020-08-07,12.33899974822998,11601.47265625,,,,,2257888885.9291077,
2020-08-08,12.33899974822998,11754.0458984375,,,,,2257888885.9291077,
2020-08-09,12.33899974822998,11675.7392578125,,,,,2257888885.9291077,
2020-08-10,12.362000465393066,11878.111328125,,,,,2262097741.1613464,
2020-08-11,13.48900032043457,11410.525390625,21454.0,21454.0,250000000.0,244801411.73046875,2468325190.635681,10.082969592321454
2020-08-12,13.70400047302246,11584.9345703125,21454.0,21454.0,250000000.0,248543186.27148438,2507667638.5574336,10.08946443544142
2020-08-13,13.699999809265137,11784.1376953125,21454.0,21454.0,250000000.0,252816890.11523438,2506935565.097809,9.916012984556305
2020-08-14,14.663000106811523,11768.87109375,21454.0,21454.0,250000000.0,252489360.4453125,2683153063.545227,10.62679654625043
2020-08-15,14.663000106811523,11865.6982421875,21454.0,21454.0,250000000.0,254566690.08789062,2683153063.545227,10.540079154184912
2020-08-16,14.663000106811523,11892.8037109375,21454.0,21454.0,250000000.0,255148210.81445312,2683153063.545227,10.516056745921878
2020-08-17,14.383999824523926,12254.40234375,21454.0,21454.0,250000000.0,262905947.8828125,2632099359.889984,10.011562618062998
2020-08-18,14.314000129699709,11991.2333984375,21454.0,21454.0,250000000.0,257259921.33007812,2619290255.7334905,10.181493651212005
2020-08-19,14.166999816894531,11758.283203125,21454.0,21454.0,250000000.0,252262207.83984375,2592390962.4938965,10.27657287507669
2020-08-20,14.413999557495115,11878.3720703125,21454.0,21454.0,250000000.0,254838594.39648438,2637588951.026916,10.350037274665265
2020-08-21,14.508000373840332,11592.4892578125,21454.0,21454.0,250000000.0,248705264.53710938,2654789972.4082947,10.674442205111315
2020-08-22,14.508000373840332,11681.8251953125,21454.0,21454.0,250000000.0,250621877.74023438,2654789972.4082947,10.592810158257384
2020-08-23,14.508000373840332,11664.84765625,21454.0,21454.0,250000000.0,250257641.6171875,2654789972.4082947,10.6082274061755
2020-08-24,14.857999801635742,11774.595703125,21454.0,21454.0,250000000.0,252612176.21484375,2718835667.701721,10.762884467569698
2020-08-25,14.696000099182127,11366.134765625,21454.0,21454.0,250000000.0,243849055.26171875,2689191666.149139,11.02809958916133
2020-08-26,14.605999946594238,11488.36328125,21454.0,21454.0,250000000.0,246471345.8359375,2672722718.2273865,10.843949056887416
2020-08-27,14.652000427246094,11323.3974609375,21454.0,21454.0,250000000.0,242932169.12695312,2681140254.180908,11.036579732591035
2020-08-28,14.689000129699709,11542.5,21454.0,21454.0,250000000.0,247632795.0,2687910755.7334905,10.854421587146769
2020-08-29,14.689000129699709,11506.865234375,21454.0,21454.0,250000000.0,246868286.73828125,2687910755.7334905,10.888035847970597
2020-08-30,14.689000129699709,11711.505859375,21454.0,21454.0,250000000.0,251258646.70703125,2687910755.7334905,10.697784100013907
2020-08-31,14.444000244140623,11680.8203125,21454.0,21454.0,250000000.0,250600318.984375,2643078716.674804,10.546988636672888
2020-09-01,14.881999969482422,11970.478515625,21454.0,21454.0,250000000.0,256814646.07421875,2723227410.4156494,10.603863338964882
2020-09-02,15.0,11414.0341796875,21454.0,21454.0,250000000.0,244876689.29101562,2744820000.0,11.208988523762706
2020-09-03,14.428000450134276,10245.296875,21454.0,21454.0,250000000.0,219802599.15625,2640150946.3691707,12.011463724741397
2020-09-04,14.218999862670898,10511.8134765625,21454.0,21454.0,250000000.0,225520446.32617188,2601906346.8704224,11.537341244470872
2020-09-05,14.218999862670898,10169.5673828125,21454.0,21454.0,250000000.0,218177898.63085938,2601906346.8704224,11.925618328887898
2020-09-06,14.218999862670898,10280.3515625,21454.0,21454.0,250000000.0,220554662.421875,2601906346.8704224,11.797104256601562
2020-09-07,14.218999862670898,10369.5634765625,21454.0,21454.0,250000000.0,222468614.82617188,2601906346.8704224,11.69561085685479
2020-09-08,13.881999969482422,10131.5166015625,21454.0,21454.0,250000000.0,217361557.16992188,2540239410.4156494,11.686700461157551
2020-09-09,14.114999771118164,10242.34765625,21454.0,21454.0,250000000.0,219739326.6171875,2582875578.1173706,11.754270925827731
2020-09-10,13.972000122070312,10363.138671875,21454.0,21454.0,250000000.0,222330777.06640625,2556708358.3374023,11.499570109332002
2020-09-11,14.11299991607666,10400.9150390625,21454.0,21454.0,250000000.0,223141231.24804688,2582509628.643036,11.573430935192262
2020-09-12,14.11299991607666,10442.1708984375,21454.0,21454.0,250000000.0,224026334.45507812,2582509628.643036,11.527705592847978
2020-09-13,14.11299991607666,10323.755859375,21454.0,21454.0,250000000.0,221485858.20703125,2582509628.643036,11.659930117204441
2020-09-14,14.26200008392334,10680.837890625,16796.0,38250.0,425000000.0,408542049.31640625,2609774871.356964,6.388020219029534
2020-09-15,15.574999809265137,10796.951171875,16796.0,38250.0,425000000.0,412983382.32421875,2850038065.097809,6.90109623553895
2020-09-16,17.489999771118164,10974.9052734375,16796.0,38250.0,425000000.0,419790126.7089844,3200460078.1173706,7.623952719440827
2020-09-17,16.361000061035156,10948.990234375,16796.0,38250.0,425000000.0,418798876.46484375,2993866679.168701,7.148697972736855
2020-09-18,15.958999633789062,10944.5859375,16796.0,38250.0,425000000.0,418630412.109375,2920305424.987793,6.975855887471474
2020-09-19,15.958999633789062,11094.3466796875,16796.0,38250.0,425000000.0,424358760.4980469,2920305424.987793,6.881689968083583
2020-09-20,15.958999633789062,10938.271484375,16796.0,38250.0,425000000.0,418388884.27734375,2920305424.987793,6.979882914508709
2020-09-21,15.215999603271484,10462.259765625,16796.0,38250.0,425000000.0,400181436.03515625,2784345335.4034424,6.957707391401423
2020-09-22,15.425000190734863,10538.4599609375,16796.0,38250.0,425000000.0,403096093.5058594,2822589934.902191,7.002275587325091
