Date,MSTR_Close,BTC-USD_Close,BTC_Purchased,Total_BTC,Total_Investment_USD,Total_Assets,Total_Liabilities,Gross_Profit,MSTR_Market_Cap_USD,BTC_Holdings_Value_USD,BTC_to_Market_Cap_Ratio,Financial_Leverage_Ratio,Net_Assets_USD,BTC_to_Net_Assets_Ratio,Gross_Profit_Margin,Year
2021-06-22,55.0,32505,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10132411837.0,3415857297.0,0.3371,,,,0.009869,2021
2021-06-23,55.0,33723,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10119236260.0,3543784328.0,0.3502,,,,0.009882,2021
2021-06-24,58.0,34662,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10647705693.0,3642502244.0,0.3421,,,,0.009392,2021
2021-06-25,55.0,31637,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10065255135.0,3324656037.0,0.3303,,,,0.009935,2021
2021-06-26,55.0,32186,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10065255135.0,3382294954.0,0.336,,,,0.009935,2021
2021-06-27,55.0,34649,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,10065255135.0,3641157895.0,0.3618,,,,0.009935,2021
2021-06-28,62.0,34434,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,11421561962.0,3618532191.0,0.3168,,,,0.008755,2021
2021-06-29,66.0,35867,13005.0,105085.0,2740000000.0,,2078000000.0,100000000.0,12241714591.0,3769165382.0,0.3079,,,,0.008169,2021
2021-06-30,66.0,35040,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12159552041.0,3682266244.0,0.3028,,,,0.008388,2021
2021-07-01,65.0,33572,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11909956699.0,3527925934.0,0.2962,,,,0.008564,2021
2021-07-02,63.0,33897,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11630900418.0,3562071170.0,0.3063,,,,0.00877,2021
2021-07-03,63.0,34668,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11630900418.0,3643144248.0,0.3132,,,,0.00877,2021
2021-07-04,63.0,35287,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11630900418.0,3708216492.0,0.3188,,,,0.00877,2021
2021-07-05,63.0,33746,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11630900418.0,3546198820.0,0.3049,,,,0.00877,2021
2021-07-06,63.0,34235,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11606746008.0,3597605499.0,0.31,,,,0.008788,2021
2021-07-07,63.0,33855,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11708670179.0,3557687156.0,0.3039,,,,0.008711,2021
2021-07-08,61.0,32877,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11316710195.0,3454918541.0,0.3053,,,,0.009013,2021
2021-07-09,62.0,33798,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11503723814.0,3551664061.0,0.3087,,,,0.008867,2021
2021-07-10,62.0,33520,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11503723814.0,3522503794.0,0.3062,,,,0.008867,2021
2021-07-11,62.0,34240,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11503723814.0,3598130103.0,0.3128,,,,0.008867,2021
2021-07-12,58.0,33155,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,10772320477.0,3484182250.0,0.3234,,,,0.009469,2021
2021-07-13,57.0,32702,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,10611107954.0,3436492338.0,0.3239,,,,0.009613,2021
2021-07-14,56.0,32822,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,10255196349.0,3449136403.0,0.3363,,,,0.009946,2021
2021-07-15,54.0,31780,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9900382768.0,3339678061.0,0.3373,,,,0.0103,2021
2021-07-16,52.0,31421,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9571918945.0,3301932432.0,0.345,,,,0.01066,2021
2021-07-17,52.0,31533,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9571918945.0,3313652488.0,0.3462,,,,0.01066,2021
2021-07-18,52.0,31796,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9571918945.0,3341367836.0,0.3491,,,,0.01066,2021
2021-07-19,49.0,30817,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9125977837.0,3238491879.0,0.3549,,,,0.01118,2021
2021-07-20,50.0,29807,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9181972120.0,3132305128.0,0.3411,,,,0.01111,2021
2021-07-21,55.0,32110,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,10191333716.0,3374352211.0,0.3311,,,,0.01001,2021
2021-07-22,55.0,32313,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,10173035195.0,3395622688.0,0.3338,,,,0.01003,2021
2021-07-23,53.0,33581,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9876045470.0,3528917263.0,0.3573,,,,0.01033,2021
2021-07-24,53.0,34292,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9876045470.0,3603621615.0,0.3649,,,,0.01033,2021
2021-07-25,53.0,35350,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,9876045470.0,3714774453.0,0.3761,,,,0.01033,2021
2021-07-26,68.0,37337,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12488931000.0,3923614881.0,0.3142,,,,0.008167,2021
2021-07-27,63.0,39406,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11539406418.0,4141078437.0,0.3589,,,,0.008839,2021
2021-07-28,64.0,39995,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11832919187.0,4202969808.0,0.3552,,,,0.00862,2021
2021-07-29,62.0,40008,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11436932887.0,4204285012.0,0.3676,,,,0.008918,2021
2021-07-30,62.0,42235,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11455232106.0,4438322443.0,0.3874,,,,0.008904,2021
2021-07-31,62.0,41626,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11455232106.0,4374288734.0,0.3819,,,,0.008904,2021
2021-08-01,62.0,39974,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11455232106.0,4200761791.0,0.3667,,,,0.008904,2021
2021-08-02,63.0,39201,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11670791529.0,4119536423.0,0.353,,,,0.00874,2021
2021-08-03,62.0,38152,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11437848022.0,4009305952.0,0.3505,,,,0.008918,2021
2021-08-04,67.0,39747,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12277214308.0,4176866447.0,0.3402,,,,0.008308,2021
2021-08-05,71.0,40869,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13094986608.0,4294777154.0,0.328,,,,0.007789,2021
2021-08-06,74.0,42816,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13700677837.0,4499371902.0,0.3284,,,,0.007445,2021
2021-08-07,74.0,44555,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13700677837.0,4682146325.0,0.3417,,,,0.007445,2021
2021-08-08,74.0,43798,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13700677837.0,4602525144.0,0.3359,,,,0.007445,2021
2021-08-09,76.0,46365,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,14048538204.0,4872308305.0,0.3468,,,,0.007261,2021
2021-08-10,75.0,45585,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13733067070.0,4790303008.0,0.3488,,,,0.007427,2021
2021-08-11,74.0,45593,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13678170112.0,4791207314.0,0.3503,,,,0.007457,2021
2021-08-12,72.0,44428,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13193251633.0,4668746756.0,0.3539,,,,0.007731,2021
2021-08-13,72.0,47793,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13321526958.0,5022361065.0,0.377,,,,0.007657,2021
2021-08-14,72.0,47096,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13321526958.0,4949182498.0,0.3715,,,,0.007657,2021
2021-08-15,72.0,47047,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13321526958.0,4943934405.0,0.3711,,,,0.007657,2021
2021-08-16,69.0,46004,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12763595887.0,4834381240.0,0.3788,,,,0.007991,2021
2021-08-17,66.0,44695,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12144731175.0,4696811839.0,0.3867,,,,0.008399,2021
2021-08-18,65.0,44801,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11986628437.0,4707932788.0,0.3928,,,,0.008509,2021
2021-08-19,67.0,46717,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12374746387.0,4909316697.0,0.3967,,,,0.008243,2021
2021-08-20,71.0,49339,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13112187804.0,5184807286.0,0.3954,,,,0.007779,2021
2021-08-21,71.0,48905,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13112187804.0,5139233646.0,0.3919,,,,0.007779,2021
2021-08-22,71.0,49321,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13112187804.0,5182965836.0,0.3953,,,,0.007779,2021
2021-08-23,71.0,49546,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13147870408.0,5206557008.0,0.396,,,,0.007758,2021
2021-08-24,71.0,47706,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13092791958.0,5013197324.0,0.3829,,,,0.007791,2021
2021-08-25,72.0,48960,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13297920512.0,5145044518.0,0.3869,,,,0.00767,2021
2021-08-26,69.0,46942,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12693145116.0,4932923057.0,0.3886,,,,0.008036,2021
2021-08-27,70.0,49058,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12940911583.0,5155330123.0,0.3984,,,,0.007882,2021
2021-08-28,70.0,48902,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12940911583.0,5138908950.0,0.3971,,,,0.007882,2021
2021-08-29,70.0,48829,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12940911583.0,5131282899.0,0.3965,,,,0.007882,2021
2021-08-30,70.0,47054,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12863874070.0,4944773033.0,0.3844,,,,0.007929,2021
2021-08-31,69.0,47166,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12704856895.0,4956511355.0,0.3901,,,,0.008028,2021
2021-09-01,70.0,48847,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12854907000.0,5133089868.0,0.3993,,,,0.007935,2021
2021-09-02,69.0,49327,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,12730657991.0,5183603735.0,0.4072,,,,0.008012,2021
2021-09-03,71.0,50025,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13033502908.0,5256916531.0,0.4033,,,,0.007826,2021
2021-09-04,71.0,49944,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13033502908.0,5248430918.0,0.4027,,,,0.007826,2021
2021-09-05,71.0,51753,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13033502908.0,5438507106.0,0.4173,,,,0.007826,2021
2021-09-06,71.0,52633,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,13033502908.0,5530995041.0,0.4244,,,,0.007826,2021
2021-09-07,64.0,46811,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11857805845.0,4919147481.0,0.4148,,,,0.008602,2021
2021-09-08,63.0,46091,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11685979566.0,4843513783.0,0.4145,,,,0.008728,2021
2021-09-09,64.0,46391,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11722576608.0,4875042567.0,0.4159,,,,0.008701,2021
2021-09-10,61.0,44883,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11264192170.0,4716625698.0,0.4187,,,,0.009055,2021
2021-09-11,61.0,45201,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11264192170.0,4749995112.0,0.4217,,,,0.009055,2021
2021-09-12,61.0,46063,13005.0,105085.0,2740000000.0,,2547000000.0,102000000.0,11264192170.0,4840558678.0,0.4297,,,,0.009055,2021
2021-09-13,64.0,44963,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11760638145.0,5127678910.0,0.436,,,,0.008673,2021
2021-09-14,61.0,47092,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11317441745.0,5370521994.0,0.4745,,,,0.009013,2021
2021-09-15,63.0,48176,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11583140260.0,5494127039.0,0.4743,,,,0.008806,2021
2021-09-16,63.0,47783,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11583140260.0,5449309869.0,0.4705,,,,0.008806,2021
2021-09-17,61.0,47267,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11240770008.0,5390482462.0,0.4795,,,,0.009074,2021
2021-09-18,61.0,48278,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11240770008.0,5505761105.0,0.4898,,,,0.009074,2021
2021-09-19,61.0,47260,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11240770008.0,5389649866.0,0.4795,,,,0.009074,2021
2021-09-20,58.0,42843,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10766831060.0,4885992728.0,0.4538,,,,0.009474,2021
2021-09-21,58.0,40693,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10631968993.0,4640788173.0,0.4365,,,,0.009594,2021
2021-09-22,59.0,43574,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10972143199.0,4969324019.0,0.4529,,,,0.009296,2021
2021-09-23,61.0,44895,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,11282491389.0,5119926726.0,0.4538,,,,0.009041,2021
2021-09-24,59.0,42839,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10968117581.0,4885530769.0,0.4454,,,,0.0093,2021
2021-09-25,59.0,42716,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10968117581.0,4871485784.0,0.4441,,,,0.0093,2021
2021-09-26,59.0,43208,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10968117581.0,4927588211.0,0.4493,,,,0.0093,2021
2021-09-27,59.0,42235,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10883211020.0,4816647174.0,0.4426,,,,0.009372,2021
2021-09-28,57.0,41034,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10494545106.0,4679661349.0,0.4459,,,,0.009719,2021
2021-09-29,56.0,41564,8957.0,114042.0,3159000000.0,,2547000000.0,102000000.0,10362976410.0,4740083117.0,0.4574,,,,0.009843,2021
2021-09-30,57.0,43790,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,10584025947.0,4994001194.0,0.4718,,,,0.01002,2021
2021-10-01,61.0,48116,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,11207282752.0,5487352231.0,0.4896,,,,0.009458,2021
2021-10-02,61.0,47711,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,11207282752.0,5441113546.0,0.4855,,,,0.009458,2021
2021-10-03,61.0,48199,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,11207282752.0,5496819054.0,0.4905,,,,0.009458,2021
2021-10-04,60.0,49112,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,11111946020.0,5600933609.0,0.504,,,,0.009539,2021
2021-10-05,65.0,51514,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,11912701408.0,5874852247.0,0.4932,,,,0.008898,2021
2021-10-06,67.0,55361,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12329913824.0,6313530391.0,0.512,,,,0.008597,2021
2021-10-07,69.0,53805,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12677225529.0,6136142070.0,0.484,,,,0.008361,2021
2021-10-08,70.0,53967,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12970556108.0,6154601282.0,0.4745,,,,0.008172,2021
2021-10-09,70.0,54968,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12970556108.0,6268686048.0,0.4833,,,,0.008172,2021
2021-10-10,70.0,54771,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12970556108.0,6246260312.0,0.4816,,,,0.008172,2021
2021-10-11,73.0,57484,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13391061895.0,6555680314.0,0.4896,,,,0.007916,2021
2021-10-12,71.0,56041,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13004042666.0,6391034404.0,0.4915,,,,0.008151,2021
2021-10-13,72.0,57401,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13290417937.0,6546135978.0,0.4925,,,,0.007976,2021
2021-10-14,72.0,57321,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13247415645.0,6537061175.0,0.4935,,,,0.008002,2021
2021-10-15,74.0,61593,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13721355291.0,7024297156.0,0.5119,,,,0.007725,2021
2021-10-16,74.0,60892,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13721355291.0,6944265955.0,0.5061,,,,0.007725,2021
2021-10-17,74.0,61553,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13721355291.0,7019697611.0,0.5116,,,,0.007725,2021
2021-10-18,73.0,62026,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13534523862.0,7073578001.0,0.5226,,,,0.007832,2021
2021-10-19,72.0,64261,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13307802020.0,7328566113.0,0.5507,,,,0.007965,2021
2021-10-20,75.0,65992,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13873784329.0,7525954995.0,0.5425,,,,0.00764,2021
2021-10-21,73.0,62210,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13457486349.0,7094572420.0,0.5272,,,,0.007877,2021
2021-10-22,71.0,60692,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13148053295.0,6921467356.0,0.5264,,,,0.008062,2021
2021-10-23,71.0,61393,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13148053295.0,7001450891.0,0.5325,,,,0.008062,2021
2021-10-24,71.0,60930,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13148053295.0,6948674391.0,0.5285,,,,0.008062,2021
2021-10-25,74.0,63039,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13651270295.0,7189187633.0,0.5266,,,,0.007765,2021
2021-10-26,73.0,60363,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13447056179.0,6884007677.0,0.5119,,,,0.007883,2021
2021-10-27,71.0,58482,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13084007774.0,6669448346.0,0.5097,,,,0.008101,2021
2021-10-28,71.0,60622,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13122617974.0,6913469715.0,0.5268,,,,0.008078,2021
2021-10-29,71.0,62227,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13084739324.0,7096601566.0,0.5424,,,,0.008101,2021
2021-10-30,71.0,61888,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13084739324.0,7057926182.0,0.5394,,,,0.008101,2021
2021-10-31,71.0,61318,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13084739324.0,6992936497.0,0.5344,,,,0.008101,2021
2021-11-01,73.0,61004,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13470112566.0,6957064497.0,0.5165,,,,0.007869,2021
2021-11-02,79.0,63226,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14531809300.0,7210465376.0,0.4962,,,,0.007294,2021
2021-11-03,81.0,62970,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14826602979.0,7181230085.0,0.4843,,,,0.007149,2021
2021-11-04,80.0,61452,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14639040000.0,7008135267.0,0.4787,,,,0.007241,2021
2021-11-05,79.0,61125,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14593475887.0,6970894317.0,0.4777,,,,0.007264,2021
2021-11-06,79.0,61527,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14593475887.0,7016716927.0,0.4808,,,,0.007264,2021
2021-11-07,79.0,63326,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14593475887.0,7221936397.0,0.4949,,,,0.007264,2021
2021-11-08,86.0,67566,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,15736968000.0,7705456213.0,0.4896,,,,0.006736,2021
2021-11-09,85.0,66971,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,15718852366.0,7637601223.0,0.4859,,,,0.006743,2021
2021-11-10,81.0,64995,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14938042883.0,7412186073.0,0.4962,,,,0.007096,2021
2021-11-11,81.0,64949,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14975005699.0,7407023445.0,0.4946,,,,0.007078,2021
2021-11-12,81.0,64155,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14853684287.0,7316471869.0,0.4926,,,,0.007136,2021
2021-11-13,81.0,64469,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14853684287.0,7352233837.0,0.495,,,,0.007136,2021
2021-11-14,81.0,65466,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14853684287.0,7465969349.0,0.5026,,,,0.007136,2021
2021-11-15,79.0,63557,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,14547546000.0,7248266735.0,0.4982,,,,0.007286,2021
2021-11-16,75.0,60161,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13761064212.0,6860908827.0,0.4986,,,,0.007703,2021
2021-11-17,75.0,60368,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13778996958.0,6884488792.0,0.4996,,,,0.007693,2021
2021-11-18,72.0,56942,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13309815179.0,6493795155.0,0.4879,,,,0.007964,2021
2021-11-19,71.0,58119,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13144211262.0,6628072928.0,0.5043,,,,0.008064,2021
2021-11-20,71.0,59697,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13144211262.0,6807987547.0,0.5179,,,,0.008064,2021
2021-11-21,71.0,58730,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,13144211262.0,6697741008.0,0.5096,,,,0.008064,2021
2021-11-22,69.0,56289,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12626537774.0,6419343103.0,0.5084,,,,0.008395,2021
2021-11-23,69.0,57569,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12750055233.0,6565292362.0,0.5149,,,,0.008314,2021
2021-11-24,70.0,56280,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12825628249.0,6418332316.0,0.5004,,,,0.008265,2021
2021-11-25,70.0,57274,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12825628249.0,6531719020.0,0.5093,,,,0.008265,2021
2021-11-26,66.0,53569,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12132104958.0,6109203211.0,0.5036,,,,0.008737,2021
2021-11-27,66.0,54815,8957.0,114042.0,3159000000.0,,2525000000.0,106000000.0,12132104958.0,6251221139.0,0.5153,,,,0.008737,2021
2021-11-28,66.0,57248,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,12132104958.0,6929582232.0,0.5712,,,,0.008737,2021
2021-11-29,69.0,57806,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,12726448787.0,6997138024.0,0.5498,,,,0.008329,2021
2021-11-30,72.0,57005,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,13201302870.0,6900164758.0,0.5227,,,,0.00803,2021
2021-12-01,70.0,57229,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,12909253899.0,6927327315.0,0.5366,,,,0.008211,2021
2021-12-02,68.0,56477,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,12504667699.0,6836300809.0,0.5467,,,,0.008477,2021
2021-12-03,63.0,53598,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,11546359633.0,6487746100.0,0.5619,,,,0.00918,2021
2021-12-04,63.0,49200,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,11546359633.0,5955449909.0,0.5158,,,,0.00918,2021
2021-12-05,63.0,49368,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,11546359633.0,5975802795.0,0.5175,,,,0.00918,2021
2021-12-06,59.0,50582,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,10914685118.0,6122723260.0,0.561,,,,0.009712,2021
2021-12-07,62.0,50700,7002.0,121044.0,3573000000.0,,2525000000.0,106000000.0,11494757441.0,6136941202.0,0.5339,,,,0.009222,2021
2021-12-08,63.0,50504,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,11647918029.0,6185726511.0,0.5311,,,,0.0091,2021
2021-12-09,59.0,47672,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10830693693.0,5838786047.0,0.5391,,,,0.009787,2021
2021-12-10,60.0,47243,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10994650924.0,5786265471.0,0.5263,,,,0.009641,2021
2021-12-11,60.0,49362,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10994650924.0,6045821231.0,0.5499,,,,0.009641,2021
2021-12-12,60.0,50098,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10994650924.0,6135943988.0,0.5581,,,,0.009641,2021
2021-12-13,57.0,46737,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10460326300.0,5724313132.0,0.5472,,,,0.01013,2021
2021-12-14,58.0,46612,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10620257214.0,5709022041.0,0.5376,,,,0.009981,2021
2021-12-15,59.0,48896,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10953478904.0,5988772797.0,0.5467,,,,0.009677,2021
2021-12-16,56.0,47665,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10374321716.0,5837966018.0,0.5627,,,,0.01022,2021
2021-12-17,57.0,46202,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10459228277.0,5658746257.0,0.541,,,,0.01013,2021
2021-12-18,57.0,46848,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10459228277.0,5737944551.0,0.5486,,,,0.01013,2021
2021-12-19,57.0,46707,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10459228277.0,5720581859.0,0.5469,,,,0.01013,2021
2021-12-20,54.0,46880,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,9998281320.0,5741802608.0,0.5743,,,,0.0106,2021
2021-12-21,56.0,48936,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10384569000.0,5993658521.0,0.5772,,,,0.01021,2021
2021-12-22,56.0,48628,1434.0,122478.0,3655400000.0,,2525000000.0,106000000.0,10430133112.0,5955922858.0,0.571,,,,0.01016,2021
