Date,Close
2020-03-01,
2020-03-02,3090.0
2020-03-03,3003.0
2020-03-04,3130.0
2020-03-05,3023.0
2020-03-06,2972.0
2020-03-07,2972.0
2020-03-08,2972.0
2020-03-09,2746.0
2020-03-10,2882.0
2020-03-11,2741.0
2020-03-12,2480.0
2020-03-13,2711.0
2020-03-14,2711.0
2020-03-15,2711.0
2020-03-16,2386.0
2020-03-17,2529.0
2020-03-18,2398.0
2020-03-19,2409.0
2020-03-20,2304.0
2020-03-21,2304.0
2020-03-22,2304.0
2020-03-23,2237.0
2020-03-24,2447.0
2020-03-25,2475.0
2020-03-26,2630.0
2020-03-27,2541.0
2020-03-28,2541.0
2020-03-29,2541.0
2020-03-30,2626.0
2020-03-31,2584.0
2020-04-01,2470.0
2020-04-02,2526.0
2020-04-03,2488.0
2020-04-04,2488.0
2020-04-05,2488.0
2020-04-06,2663.0
2020-04-07,2659.0
2020-04-08,2749.0
2020-04-09,2789.0
2020-04-10,2789.0
2020-04-11,2789.0
2020-04-12,2789.0
2020-04-13,2761.0
2020-04-14,2846.0
2020-04-15,2783.0
2020-04-16,2799.0
2020-04-17,2874.0
2020-04-18,2874.0
2020-04-19,2874.0
2020-04-20,2823.0
2020-04-21,2736.0
2020-04-22,2799.0
2020-04-23,2797.0
2020-04-24,2836.0
2020-04-25,2836.0
2020-04-26,2836.0
2020-04-27,2878.0
2020-04-28,2863.0
2020-04-29,2939.0
2020-04-30,2912.0
2020-05-01,2830.0
2020-05-02,2830.0
2020-05-03,2830.0
2020-05-04,2842.0
2020-05-05,2868.0
2020-05-06,2848.0
2020-05-07,2881.0
2020-05-08,2929.0
2020-05-09,2929.0
2020-05-10,2929.0
2020-05-11,2930.0
2020-05-12,2870.0
2020-05-13,2820.0
2020-05-14,2852.0
2020-05-15,2863.0
2020-05-16,2863.0
2020-05-17,2863.0
2020-05-18,2953.0
2020-05-19,2922.0
2020-05-20,2971.0
2020-05-21,2948.0
2020-05-22,2955.0
2020-05-23,2955.0
2020-05-24,2955.0
2020-05-25,2955.0
2020-05-26,2991.0
2020-05-27,3036.0
2020-05-28,3029.0
2020-05-29,3044.0
2020-05-30,3044.0
2020-05-31,3044.0
2020-06-01,3055.0
2020-06-02,3080.0
2020-06-03,3122.0
2020-06-04,3112.0
2020-06-05,3193.0
2020-06-06,3193.0
2020-06-07,3193.0
2020-06-08,3232.0
