Date,MSTR_Close,BTC-USD_Close,BTC_Purchased,Total_BTC,Total_Investment_USD,BTC_Total_Value,MSTR_Total_Value,BTC_MSTR_Ratio,Year
2020-09-08,13.881999969482422,10131.5166015625,21454.0,21454.0,250000000.0,217361557.16992188,2540239410.4156494,0.0855673509664807,2020
2020-09-09,14.114999771118164,10242.34765625,21454.0,21454.0,250000000.0,219739326.6171875,2582875578.1173706,0.08507545949129809,2020
2020-09-10,13.972000122070312,10363.138671875,21454.0,21454.0,250000000.0,222330777.06640625,2556708358.3374023,0.08695977245171027,2020
2020-09-11,14.11299991607666,10400.9150390625,21454.0,21454.0,250000000.0,223141231.24804688,2582509628.643036,0.08640480127282046,2020
2020-09-12,14.11299991607666,10442.1708984375,21454.0,21454.0,250000000.0,224026334.45507812,2582509628.643036,0.0867475311496869,2020
2020-09-13,14.11299991607666,10323.755859375,21454.0,21454.0,250000000.0,221485858.20703125,2582509628.643036,0.08576380732543858,2020
2020-09-14,14.26200008392334,10680.837890625,16796.0,38250.0,425000000.0,408542049.31640625,2609774871.356964,0.15654302361490016,2020
2020-09-15,15.574999809265137,10796.951171875,16796.0,38250.0,425000000.0,412983382.32421875,2850038065.097809,0.14490451456831535,2020
2020-09-16,17.489999771118164,10974.9052734375,16796.0,38250.0,425000000.0,419790126.7089844,3200460078.1173706,0.13116555634586152,2020
2020-09-17,16.361000061035156,10948.990234375,16796.0,38250.0,425000000.0,418798876.46484375,2993866679.168701,0.1398856132702377,2020
2020-09-18,15.958999633789062,10944.5859375,16796.0,38250.0,425000000.0,418630412.109375,2920305424.987793,0.14335158525794434,2020
2020-09-19,15.958999633789062,11094.3466796875,16796.0,38250.0,425000000.0,424358760.4980469,2920305424.987793,0.1453131432304964,2020
2020-09-20,15.958999633789062,10938.271484375,16796.0,38250.0,425000000.0,418388884.27734375,2920305424.987793,0.14326887889786138,2020
2020-09-21,15.215999603271484,10462.259765625,16796.0,38250.0,425000000.0,400181436.03515625,2784345335.4034424,0.14372550378244345,2020
2020-09-22,15.425000190734863,10538.4599609375,16796.0,38250.0,425000000.0,403096093.5058594,2822589934.902191,0.1428107173916595,2020
2020-09-23,14.82800006866455,10246.1865234375,16796.0,38250.0,425000000.0,391916634.5214844,2713346076.564789,0.14444034172657674,2020
2020-09-24,14.605999946594238,10760.06640625,16796.0,38250.0,425000000.0,411572540.0390625,2672722718.2273865,0.15398998827384056,2020
2020-09-25,14.61299991607666,10692.716796875,16796.0,38250.0,425000000.0,408996417.48046875,2674003628.643036,0.15295282814856173,2020
2020-09-26,14.61299991607666,10750.7236328125,16796.0,38250.0,425000000.0,411215178.9550781,2674003628.643036,0.15378258075280007,2020
2020-09-27,14.61299991607666,10775.26953125,16796.0,38250.0,425000000.0,412154059.5703125,2674003628.643036,0.15413369494171794,2020
2020-09-28,15.145999908447266,10709.65234375,16796.0,38250.0,425000000.0,409644202.1484375,2771536231.2469482,0.1478040220185516,2020
2020-09-29,14.968999862670898,10844.640625,16796.0,38250.0,425000000.0,414807503.90625,2739147346.8704224,0.15143672514740142,2020
2020-09-30,15.055999755859377,10784.4912109375,16796.0,38250.0,425000000.0,412506788.8183594,2755067283.325196,0.14972657521470373,2020
2020-10-01,14.895999908447266,10619.4521484375,16796.0,38250.0,425000000.0,406194044.6777344,2725789231.2469482,0.1490188749817298,2020
2020-10-02,14.645999908447266,10575.974609375,16796.0,38250.0,425000000.0,404531028.80859375,2680042231.2469482,0.15094203520083221,2020
2020-10-03,14.645999908447266,10549.3291015625,16796.0,38250.0,425000000.0,403511838.1347656,2680042231.2469482,0.1505617461658516,2020
2020-10-04,14.645999908447266,10669.5830078125,16796.0,38250.0,425000000.0,408111550.0488281,2680042231.2469482,0.15227802953647684,2020
2020-10-05,14.821000099182127,10793.33984375,16796.0,38250.0,425000000.0,412845249.0234375,2712065166.149139,0.1522254163271587,2020
2020-10-06,15.003999710083008,10604.40625,16796.0,38250.0,425000000.0,405618539.0625,2745551898.9486694,0.14773661325353932,2020
2020-10-07,15.309000015258787,10668.96875,16796.0,38250.0,425000000.0,408088054.6875,2801363294.792175,0.14567480606537142,2020
2020-10-08,16.393999099731445,10915.685546875,16796.0,38250.0,425000000.0,417524972.16796875,2999905107.2616577,0.1391793930939001,2020
2020-10-09,16.472999572753906,11064.4580078125,16796.0,38250.0,425000000.0,423215518.7988281,3014361245.819092,0.14039973456593052,2020
2020-10-10,16.472999572753906,11296.361328125,16796.0,38250.0,425000000.0,432085820.80078125,3014361245.819092,0.1433424150473281,2020
2020-10-11,16.472999572753906,11384.181640625,16796.0,38250.0,425000000.0,435444947.75390625,3014361245.819092,0.1444567894302207,2020
2020-10-12,16.645999908447266,11555.36328125,16796.0,38250.0,425000000.0,441992645.5078125,3046018231.2469482,0.14510505583115765,2020
2020-10-13,16.607999801635742,11425.8994140625,16796.0,38250.0,425000000.0,437040652.5878906,3039064667.701721,0.14380761858496438,2020
2020-10-14,16.423999786376953,11429.5068359375,16796.0,38250.0,425000000.0,437178636.4746094,3005394872.909546,0.1454646244376445,2020
2020-10-15,16.597000122070312,11495.349609375,16796.0,38250.0,425000000.0,439697122.55859375,3037051858.3374023,0.1447776143010283,2020
2020-10-16,16.469999313354492,11322.123046875,16796.0,38250.0,425000000.0,433071206.54296875,3013812234.352112,0.14369548361597495,2020
2020-10-17,16.469999313354492,11358.1015625,16796.0,38250.0,425000000.0,434447384.765625,3013812234.352112,0.14415210735881143,2020
2020-10-18,16.469999313354492,11483.359375,16796.0,38250.0,425000000.0,439238496.09375,3013812234.352112,0.14574182528268037,2020
2020-10-19,16.413999557495117,11742.037109375,16796.0,38250.0,425000000.0,449132919.43359375,3003564951.0269165,0.14953328020425713,2020
2020-10-20,16.906999588012695,11916.3349609375,16796.0,38250.0,425000000.0,455799812.2558594,3093778040.611267,0.14732789691848827,2020
2020-10-21,18.104999542236328,12823.689453125,16796.0,38250.0,425000000.0,490506121.58203125,3312997656.234741,0.14805507654342773,2020
2020-10-22,18.30500030517578,12965.8916015625,16796.0,38250.0,425000000.0,495945353.7597656,3349595395.843506,0.14806127163154734,2020
2020-10-23,18.43000030517578,12931.5390625,16796.0,38250.0,425000000.0,494631369.140625,3372468895.843506,0.1466674369481205,2020
2020-10-24,18.43000030517578,13108.0625,16796.0,38250.0,425000000.0,501383390.625,3372468895.843506,0.14866953739527267,2020
2020-10-25,18.43000030517578,13031.173828125,16796.0,38250.0,425000000.0,498442398.92578125,3372468895.843506,0.14779747844082436,2020
2020-10-26,17.5,13075.248046875,16796.0,38250.0,425000000.0,500128237.79296875,3202290000.0,0.15617830920777592,2020
2020-10-27,17.558000564575195,13654.21875,16796.0,38250.0,425000000.0,522273867.1875,3212903407.310486,0.16255511012224744,2020
2020-10-28,16.21500015258789,13271.28515625,16796.0,38250.0,425000000.0,507626657.2265625,2967150447.921753,0.17108221040227792,2020
2020-10-29,16.195999145507812,13437.8828125,16796.0,38250.0,425000000.0,513999017.578125,2963673491.6381836,0.17343307858586332,2020
2020-10-30,16.707000732421875,13546.5224609375,16796.0,38250.0,425000000.0,518154484.1308594,3057180650.024414,0.16948768929527325,2020
2020-10-31,16.707000732421875,13780.9951171875,16796.0,38250.0,425000000.0,527123063.2324219,3057180650.024414,0.17242130039918066,2020
2020-11-01,16.707000732421875,13737.109375,16796.0,38250.0,425000000.0,525444433.59375,3057180650.024414,0.17187222272571753,2020
2020-11-02,16.656999588012695,13550.4892578125,16796.0,38250.0,425000000.0,518306214.1113281,3048031040.611267,0.17004623877038486,2020
2020-11-03,17.19499969482422,13950.30078125,16796.0,38250.0,425000000.0,533599004.8828125,3146478604.156494,0.16958609036080172,2020
2020-11-04,17.253000259399414,14133.70703125,16796.0,38250.0,425000000.0,540614293.9453125,3157092011.46698,0.17123805450767007,2020
2020-11-05,18.167999267578125,15579.8486328125,16796.0,38250.0,425000000.0,595929210.2050781,3324525849.975586,0.17925239179880476,2020
2020-11-06,18.562000274658203,15565.880859375,16796.0,38250.0,425000000.0,595394942.8710938,3396623306.2591553,0.17529024833985118,2020
2020-11-07,18.562000274658203,14833.75390625,16796.0,38250.0,425000000.0,567391086.9140625,3396623306.2591553,0.16704563201591943,2020
2020-11-08,18.562000274658203,15479.5673828125,16796.0,38250.0,425000000.0,592093452.3925781,3396623306.2591553,0.17431825639937554,2020
2020-11-09,18.500999450683597,15332.3154296875,16796.0,38250.0,425000000.0,586461065.1855469,3385460887.48169,0.17322931343087883,2020
2020-11-10,18.61400032043457,15290.90234375,16796.0,38250.0,425000000.0,584877014.6484375,3406138690.635681,0.17171262469623133,2020
2020-11-11,19.215999603271484,15701.33984375,16796.0,38250.0,425000000.0,600576249.0234375,3516297335.4034424,0.17079791375336875,2020
2020-11-12,18.694000244140625,16276.34375,16796.0,38250.0,425000000.0,622570148.4375,3420777716.6748047,0.18199666859461258,2020
2020-11-13,19.226999282836918,16317.80859375,16796.0,38250.0,425000000.0,624156178.7109375,3518310144.7677617,0.17740226217383034,2020
2020-11-14,19.226999282836918,16068.138671875,16796.0,38250.0,425000000.0,614606304.1992188,3518310144.7677617,0.17468792656418525,2020
2020-11-15,19.226999282836918,15955.587890625,16796.0,38250.0,425000000.0,610301236.8164062,3518310144.7677617,0.17346430863237366,2020
2020-11-16,20.39299964904785,16716.111328125,16796.0,38250.0,425000000.0,639391258.3007812,3731674219.7799683,0.1713416607783307,2020
2020-11-17,20.81999969482422,17645.40625,16796.0,38250.0,425000000.0,674936789.0625,3809810104.156494,0.17715759332102812,2020
2020-11-18,21.29599952697754,17804.005859375,16796.0,38250.0,425000000.0,681003224.1210938,3896912361.442566,0.17475456488556976,2020
2020-11-19,21.711000442504883,17817.08984375,16796.0,38250.0,425000000.0,681503686.5234375,3972852548.9730835,0.17154014102526782,2020
2020-11-20,22.211000442504883,18621.314453125,16796.0,38250.0,425000000.0,712265277.8320312,4064346548.9730835,0.17524718161939107,2020
2020-11-21,22.211000442504883,18642.232421875,16796.0,38250.0,425000000.0,713065390.1367188,4064346548.9730835,0.17544404286019485,2020
2020-11-22,22.211000442504883,18370.001953125,16796.0,38250.0,425000000.0,702652574.7070312,4064346548.9730835,0.1728820528073736,2020
2020-11-23,22.076000213623047,18364.12109375,16796.0,38250.0,425000000.0,702427631.8359375,4039643127.090454,0.17388358568739704,2020
2020-11-24,24.722999572753903,19107.46484375,16796.0,38250.0,425000000.0,730860530.2734375,4524012245.819091,0.16155140405485624,2020
2020-11-25,27.027000427246094,18732.12109375,16796.0,38250.0,425000000.0,716503631.8359375,4945616754.180908,0.14487649719930729,2020
2020-11-26,27.027000427246094,17150.623046875,16796.0,38250.0,425000000.0,656011331.5429688,4945616754.180908,0.13264499943073677,2020
2020-11-27,27.125999450683597,17108.40234375,16796.0,38250.0,425000000.0,654396389.6484375,4963732387.48169,0.1318355500588218,2020
2020-11-28,27.125999450683597,17717.4140625,16796.0,38250.0,425000000.0,677691087.890625,4963732387.48169,0.13652853034537707,2020
2020-11-29,27.125999450683597,18177.484375,16796.0,38250.0,425000000.0,695288777.34375,4963732387.48169,0.140073783811802,2020
2020-11-30,34.277000427246094,19625.8359375,16796.0,38250.0,425000000.0,750688224.609375,6272279754.180908,0.11968347300022601,2020
2020-12-01,32.400001525878906,18802.998046875,16796.0,38250.0,425000000.0,719214675.2929688,5928811479.217529,0.12130840688965354,2020
2020-12-02,32.13199996948242,19201.091796875,16796.0,38250.0,425000000.0,734441761.2304688,5879770410.415649,0.1249099386481912,2020
2020-12-03,33.15999984741211,19445.3984375,16796.0,38250.0,425000000.0,743786490.234375,6067882052.078247,0.122577611735157,2020
2020-12-04,32.79999923706055,18699.765625,2574.0,40824.0,475000000.0,763399231.875,6002006260.391235,0.12719067571003143,2020
2020-12-05,32.79999923706055,19154.23046875,2574.0,40824.0,475000000.0,781952304.65625,6002006260.391235,0.13028182089988008,2020
2020-12-06,32.79999923706055,19345.12109375,2574.0,40824.0,475000000.0,789745223.53125,6002006260.391235,0.13158020656242553,2020
2020-12-07,33.62200164794922,19191.630859375,2574.0,40824.0,475000000.0,783479138.203125,6152422837.554932,0.12734481339947887,2020
2020-12-08,28.94499969482422,18321.14453125,2574.0,40824.0,475000000.0,747942404.34375,5296587604.156494,0.1412121275511053,2020
2020-12-09,28.621000289916992,18553.916015625,2574.0,40824.0,475000000.0,757445067.421875,5237299601.051331,0.14462511697246158,2020
2020-12-10,29.03300094604492,18264.9921875,2574.0,40824.0,475000000.0,745650041.0625,5312690777.114867,0.14035261458741174,2020
2020-12-11,28.59199905395508,18058.904296875,2574.0,40824.0,475000000.0,737236709.015625,5231992722.885133,0.14090935291077447,2020
2020-12-12,28.59199905395508,18803.65625,2574.0,40824.0,475000000.0,767640462.75,5231992722.885133,0.14672047600377625,2020
2020-12-13,28.59199905395508,19142.3828125,2574.0,40824.0,475000000.0,781468635.9375,5231992722.885133,0.1493634791423346,2020
2020-12-14,27.952999114990234,19246.64453125,2574.0,40824.0,475000000.0,785725016.34375,5115063402.053833,0.15361002485878486,2020
2020-12-15,28.57900047302246,19417.076171875,2574.0,40824.0,475000000.0,792682717.640625,5229614138.557434,0.151575756191313,2020
2020-12-16,29.91200065612793,21310.59765625,2574.0,40824.0,475000000.0,869983838.71875,5473537176.063538,0.15894362470456913,2020
2020-12-17,29.780000686645508,22805.162109375,2574.0,40824.0,475000000.0,930997937.953125,5449382765.647888,0.1708446585587637,2020
2020-12-18,30.1200008392334,23137.9609375,2574.0,40824.0,475000000.0,944584117.3125,5511598713.569641,0.17138114844734964,2020
2020-12-19,30.1200008392334,23869.83203125,2574.0,40824.0,475000000.0,974462022.84375,5511598713.569641,0.17680206297396242,2020
2020-12-20,30.1200008392334,23477.294921875,2574.0,40824.0,475000000.0,958437087.890625,5511598713.569641,0.173894569924138,2020
2020-12-21,31.76000022888184,22803.08203125,29646.0,70470.0,1125000000.0,1606933190.7421875,5811698921.88263,0.2764997313765939,2020
2020-12-22,33.150001525878906,23783.029296875,29646.0,70470.0,1125000000.0,1675990074.5507812,6066052479.217529,0.2762900717217287,2020
2020-12-23,33.71799850463867,23241.345703125,29646.0,70470.0,1125000000.0,1637817631.6992188,6169989110.366821,0.2654490311737108,2020
2020-12-24,32.26100158691406,23735.94921875,29646.0,70470.0,1125000000.0,1672672341.4453125,5903376158.38623,0.2833416500266791,2020
2020-12-25,32.26100158691406,24664.791015625,29646.0,70470.0,1125000000.0,1738127822.8710938,5903376158.38623,0.2944294546438381,2020
2020-12-26,32.26100158691406,26437.037109375,29646.0,70470.0,1125000000.0,1863018005.0976562,5903376158.38623,0.315585176196351,2020
2020-12-27,32.26100158691406,26272.294921875,29646.0,70470.0,1125000000.0,1851408623.1445312,5903376158.38623,0.3136186096687153,2020
2020-12-28,37.0,27084.80859375,29646.0,70470.0,1125000000.0,1908666461.6015625,6770556000.0,0.28190690123552076,2020
2020-12-29,36.60699844360352,27362.4375,29646.0,70470.0,1125000000.0,1928230970.625,6698641431.198121,0.2878540358414312,2020
2020-12-30,38.99700164794922,28840.953125,29646.0,70470.0,1125000000.0,2032421966.71875,7135983337.554932,0.28481316037029,2020
2020-12-31,38.85499954223633,29001.720703125,29646.0,70470.0,1125000000.0,2043751257.9492188,7109998656.234741,0.287447488637295,2020
2021-01-01,38.85499954223633,29374.15234375,29646.0,70470.0,1125000000.0,2069996515.6640625,7109998656.234741,0.291138805469237,2021
2021-01-02,38.85499954223633,32127.267578125,29646.0,70470.0,1125000000.0,2264008546.2304688,7109998656.234741,0.3184260160506732,2021
2021-01-03,38.85499954223633,32782.0234375,29646.0,70470.0,1125000000.0,2310149191.640625,7109998656.234741,0.3249155595289544,2021
2021-01-04,42.52199935913086,31971.9140625,29646.0,70470.0,1125000000.0,2253060783.984375,7781015618.728638,0.2895587021521117,2021
2021-01-05,42.86299896240234,33992.4296875,29646.0,70470.0,1125000000.0,2395446520.078125,7843414454.132079,0.30540863728247236,2021
2021-01-06,48.05500030517578,36824.36328125,29646.0,70470.0,1125000000.0,2595012880.4296875,8793488395.843506,0.2951061926295706,2021
2021-01-07,53.57500076293945,39371.04296875,29646.0,70470.0,1125000000.0,2774477398.0078125,9803582239.608765,0.2830064898928756,2021
2021-01-08,53.16400146484375,40797.609375,29646.0,70470.0,1125000000.0,2875007532.65625,9728374300.048828,0.29552805473796584,2021
2021-01-09,53.16400146484375,40254.546875,29646.0,70470.0,1125000000.0,2836737918.28125,9728374300.048828,0.29159424080414054,2021
2021-01-10,53.16400146484375,38356.44140625,29646.0,70470.0,1125000000.0,2702978425.8984375,9728374300.048828,0.277844822015624,2021
2021-01-11,49.54899978637695,35566.65625,29646.0,70470.0,1125000000.0,2506382265.9375,9066872372.909546,0.27643294874494917,2021
2021-01-12,51.42399978637695,33922.9609375,29646.0,70470.0,1125000000.0,2390551057.265625,9409974872.909546,0.2540443613880205,2021
2021-01-13,51.92599868774414,37316.359375,29646.0,70470.0,1125000000.0,2629683845.15625,9501834647.872925,0.2767553785778549,2021
2021-01-14,63.09999847412109,39187.328125,29646.0,70470.0,1125000000.0,2761531012.96875,11546542520.782469,0.23916518802042316,2021
2021-01-15,57.80699920654297,36825.3671875,29646.0,70470.0,1125000000.0,2595083625.703125,10577987170.806885,0.24532867962489438,2021
2021-01-16,57.80699920654297,36178.140625,29646.0,70470.0,1125000000.0,2549473569.84375,10577987170.806885,0.2410168899504609,2021
2021-01-17,57.80699920654297,35791.27734375,29646.0,70470.0,1125000000.0,2522211314.4140625,10577987170.806885,0.23843962690509382,2021
2021-01-18,57.80699920654297,36630.07421875,29646.0,70470.0,1125000000.0,2581321330.1953125,10577987170.806885,0.244027648031115,2021
2021-01-19,59.22100067138672,36069.8046875,29646.0,70470.0,1125000000.0,2541839136.328125,10836732470.855713,0.2345577085310671,2021
2021-01-20,55.08200073242188,35547.75,29646.0,70470.0,1125000000.0,2505049942.5,10079345150.024416,0.24853300539013012,2021
2021-01-21,52.04600143432617,30825.69921875,29646.0,70470.0,1125000000.0,2172287023.9453125,9523793710.464478,0.2280905162360315,2021
2021-01-22,57.70299911499024,33005.76171875,314.0,70784.0,1135000000.0,2336279837.5,10558956402.053835,0.22126048716761132,2021
2021-01-23,57.70299911499024,32067.642578125,314.0,70784.0,1135000000.0,2269876012.25,10558956402.053835,0.21497162463976874,2021
2021-01-24,57.70299911499024,32289.37890625,314.0,70784.0,1135000000.0,2285571396.5,10558956402.053835,0.21645807686595153,2021
2021-01-25,57.141998291015625,32366.392578125,314.0,70784.0,1135000000.0,2291022732.25,10456299983.276367,0.21910453371787572,2021
2021-01-26,55.98099899291992,32569.849609375,314.0,70784.0,1135000000.0,2305424234.75,10243851043.71643,0.22505444728856588,2021
2021-01-27,54.0099983215332,30432.546875,314.0,70784.0,1135000000.0,2154137398.0,9883181572.860718,0.21795991322422686,2021
2021-01-28,57.8380012512207,33466.09765625,314.0,70784.0,1135000000.0,2368864256.5,10583660172.958374,0.2238227813240387,2021
2021-01-29,61.73099899291992,34316.38671875,314.0,70784.0,1135000000.0,2429051117.5,11296032043.71643,0.21503578496408324,2021
2021-01-30,61.73099899291992,34269.5234375,314.0,70784.0,1135000000.0,2425733947.0,11296032043.71643,0.21474212693556824,2021
2021-01-31,61.73099899291992,33114.359375,314.0,70784.0,1135000000.0,2343966814.0,11296032043.71643,0.20750355566704176,2021
2021-02-01,63.45600128173828,33537.17578125,314.0,70784.0,1135000000.0,2373895450.5,11611686762.542725,0.2044401902191999,2021
2021-02-02,68.79199981689453,35510.2890625,295.0,71079.0,1145000000.0,2524035836.2734375,12588110462.493896,0.20050950806268883,2021
2021-02-03,74.11900329589844,37472.08984375,295.0,71079.0,1145000000.0,2663478674.0039062,13562888175.109863,0.19637990372078928,2021
2021-02-04,76.55899810791016,36926.06640625,295.0,71079.0,1145000000.0,2624667874.0898438,14009377945.770264,0.18735077918875678,2021
2021-02-05,80.5999984741211,38144.30859375,295.0,71079.0,1145000000.0,2711259310.5351562,14748832520.78247,0.1838287407979405,2021
2021-02-06,80.5999984741211,39266.01171875,295.0,71079.0,1145000000.0,2790988846.9570312,14748832520.78247,0.18923456097452251,2021
2021-02-07,80.5999984741211,38903.44140625,295.0,71079.0,1145000000.0,2765217711.7148438,14748832520.78247,0.18748722706142307,2021
2021-02-08,104.0999984741211,46196.46484375,295.0,71079.0,1145000000.0,3283598524.6289062,19049050520.78247,0.17237596808547007,2021
2021-02-09,127.29399871826172,46481.10546875,295.0,71079.0,1145000000.0,3303830495.6132812,23293274237.457275,0.1418362425966068,2021
2021-02-10,97.447998046875,44918.18359375,295.0,71079.0,1145000000.0,3192739571.6601562,17831814266.601562,0.17904737700414808,2021
2021-02-11,100.99400329589844,47909.33203125,295.0,71079.0,1145000000.0,3405347411.4492188,18480690675.109863,0.18426515931223306,2021
2021-02-12,103.43099975585938,47504.8515625,295.0,71079.0,1145000000.0,3376597344.2109375,18926631783.325195,0.1784045562288478,2021
2021-02-13,103.43099975585938,47105.515625,295.0,71079.0,1145000000.0,3348212945.109375,18926631783.325195,0.17690484939106962,2021
2021-02-14,103.43099975585938,48717.2890625,295.0,71079.0,1145000000.0,3462776189.2734375,18926631783.325195,0.1829578674597677,2021
2021-02-15,103.43099975585938,47945.05859375,295.0,71079.0,1145000000.0,3407886819.7851562,18926631783.325195,0.18005775453335465,2021
2021-02-16,95.5,49199.87109375,295.0,71079.0,1145000000.0,3497077637.4726562,17475354000.0,0.2001148381585092,2021
2021-02-17,94.18000030517578,52149.0078125,295.0,71079.0,1145000000.0,3706699326.3046875,17233809895.843506,0.21508298795837819,2021
2021-02-18,92.77799987792967,51679.796875,295.0,71079.0,1145000000.0,3673348282.078125,16977260641.662596,0.2163687275356804,2021
2021-02-19,96.37200164794922,55888.1328125,295.0,71079.0,1145000000.0,3972472592.1796875,17634919837.55493,0.22526173233404773,2021
2021-02-20,96.37200164794922,56099.51953125,295.0,71079.0,1145000000.0,3987497748.7617188,17634919837.55493,0.22611374395193068,2021
2021-02-21,96.37200164794922,57539.9453125,295.0,71079.0,1145000000.0,4089881772.8671875,17634919837.55493,0.23191949895669312,2021
2021-02-22,87.5999984741211,54207.3203125,295.0,71079.0,1145000000.0,3853002120.4921875,16029748520.78247,0.2403657247334101,2021
2021-02-23,69.12300109863281,48824.42578125,295.0,71079.0,1145000000.0,3470391360.1054688,12648679725.036621,0.2743678736078853,2021
2021-02-24,81.76899719238281,49705.33203125,19452.0,90531.0,2171000000.0,4499873414.121094,14962745258.239746,0.30073848992671215,2021
2021-02-25,73.16100311279297,47093.8515625,19452.0,90531.0,2171000000.0,4263453475.8046875,13387585637.60376,0.31846320846899184,2021
2021-02-26,75.04100036621094,46339.76171875,19452.0,90531.0,2171000000.0,4195184968.1601562,13731602575.012207,0.3055131362303083,2021
2021-02-27,75.04100036621094,46188.453125,19452.0,90531.0,2171000000.0,4181486849.859375,13731602575.012207,0.3045155747129288,2021
2021-02-28,75.04100036621094,45137.76953125,19452.0,90531.0,2171000000.0,4086367413.4335938,13731602575.012207,0.297588529169179,2021
2021-03-01,78.24400329589844,49631.2421875,328.0,90859.0,2186000000.0,4509445033.9140625,14317713675.109863,0.3149556651459899,2021
2021-03-02,74.8499984741211,48378.98828125,328.0,90859.0,2186000000.0,4395666496.246094,13696651520.78247,0.3209300090300447,2021
2021-03-03,73.15699768066406,50538.2421875,328.0,90859.0,2186000000.0,4591854146.9140625,13386852691.589355,0.3430122264510325,2021
2021-03-04,64.56600189208984,48561.16796875,328.0,90859.0,2186000000.0,4412219160.472656,11814803554.229736,0.3734483726471329,2021
2021-03-05,62.02399826049805,48927.3046875,205.0,91064.0,2196000000.0,4455516074.0625,11349647393.692017,0.39256867808411533,2021
2021-03-06,62.02399826049805,48912.3828125,205.0,91064.0,2196000000.0,4454157228.4375,11349647393.692017,0.3924489522831398,2021
