Date,MSTR_Close,BTC-USD_Close,BTC_Purchased,Total_BTC,Total_Investment_USD,Total_Assets,Total_Liabilities
2020-03-01,,8562.4541015625,,,,,
2020-03-02,13.67199993133545,8869.669921875,,,,,
2020-03-03,13.439000129699707,8787.7861328125,,,,,
2020-03-04,13.616999626159668,8755.24609375,,,,,
2020-03-05,13.687999725341797,9078.7626953125,,,,,
2020-03-06,13.628000259399414,9122.5458984375,,,,,
2020-03-07,13.628000259399414,8909.9541015625,,,,,
2020-03-08,13.628000259399414,8108.1162109375,,,,,
2020-03-09,12.942999839782715,7923.64453125,,,,,
2020-03-10,12.998000144958496,7909.7294921875,,,,,
2020-03-11,12.414999961853027,7911.43017578125,,,,,
2020-03-12,10.852999687194824,4970.7880859375,,,,,
2020-03-13,11.133000373840332,5563.70703125,,,,,
2020-03-14,11.133000373840332,5200.3662109375,,,,,
2020-03-15,11.133000373840332,5392.31494140625,,,,,
2020-03-16,10.666000366210938,5014.47998046875,,,,,
2020-03-17,10.935999870300293,5225.62939453125,,,,,
2020-03-18,9.220000267028809,5238.4384765625,,,,,
2020-03-19,10.538000106811523,6191.19287109375,,,,,
2020-03-20,10.074000358581543,6198.7783203125,,,,,
2020-03-21,10.074000358581543,6185.06640625,,,,,
2020-03-22,10.074000358581543,5830.2548828125,,,,,
2020-03-23,10.246999740600586,6416.31494140625,,,,,
2020-03-24,10.689000129699707,6734.8037109375,,,,,
2020-03-25,10.413000106811523,6681.06298828125,,,,,
2020-03-26,11.053999900817871,6716.4404296875,,,,,
2020-03-27,10.630999565124512,6469.79833984375,,,,,
2020-03-28,10.630999565124512,6242.19384765625,,,,,
2020-03-29,10.630999565124512,5922.04296875,,,,,
2020-03-30,11.02400016784668,6429.841796875,,,,,
2020-03-31,11.8100004196167,6438.64453125,,,,,
2020-04-01,11.33899974822998,6606.7763671875,,,,,
2020-04-02,11.449000358581543,6793.62451171875,,,,,
2020-04-03,11.222999572753906,6733.38720703125,,,,,
2020-04-04,11.222999572753906,6867.52734375,,,,,
2020-04-05,11.222999572753906,6791.12939453125,,,,,
2020-04-06,11.602999687194824,7271.78125,,,,,
2020-04-07,11.770999908447266,7176.41455078125,,,,,
2020-04-08,12.300000190734863,7334.0986328125,,,,,
2020-04-09,12.541999816894531,7302.08935546875,,,,,
2020-04-10,12.541999816894531,6865.4931640625,,,,,
2020-04-11,12.541999816894531,6859.0830078125,,,,,
2020-04-12,12.541999816894531,6971.091796875,,,,,
2020-04-13,12.208999633789062,6845.03759765625,,,,,
2020-04-14,12.649999618530273,6842.427734375,,,,,
2020-04-15,12.260000228881836,6642.10986328125,,,,,
2020-04-16,12.413000106811523,7116.80419921875,,,,,
2020-04-17,12.652999877929688,7096.1845703125,,,,,
2020-04-18,12.652999877929688,7257.6650390625,,,,,
2020-04-19,12.652999877929688,7189.4248046875,,,,,
2020-04-20,12.692000389099121,6881.95849609375,,,,,
2020-04-21,12.270999908447266,6880.3232421875,,,,,
2020-04-22,12.50100040435791,7117.20751953125,,,,,
2020-04-23,12.597999572753906,7429.724609375,,,,,
2020-04-24,12.555000305175781,7550.90087890625,,,,,
2020-04-25,12.555000305175781,7569.93603515625,,,,,
2020-04-26,12.555000305175781,7679.8671875,,,,,
2020-04-27,12.92300033569336,7795.60107421875,,,,,
2020-04-28,12.885000228881836,7807.05859375,,,,,
2020-04-29,12.748000144958496,8801.0380859375,,,,,
2020-04-30,12.633000373840332,8658.5537109375,,,,,
2020-05-01,12.258999824523926,8864.7666015625,,,,,
2020-05-02,12.258999824523926,8988.5966796875,,,,,
2020-05-03,12.258999824523926,8897.46875,,,,,
2020-05-04,11.854999542236328,8912.654296875,,,,,
2020-05-05,12.081000328063965,9003.0703125,,,,,
2020-05-06,12.199999809265137,9268.76171875,,,,,
2020-05-07,12.347999572753906,9951.5185546875,,,,,
2020-05-08,12.467000007629395,9842.666015625,,,,,
2020-05-09,12.467000007629395,9593.896484375,,,,,
2020-05-10,12.467000007629395,8756.4306640625,,,,,
2020-05-11,12.381999969482422,8601.7958984375,,,,,
2020-05-12,12.01099967956543,8804.4775390625,,,,,
2020-05-13,11.494999885559082,9269.9873046875,,,,,
2020-05-14,11.321000099182129,9733.7216796875,,,,,
2020-05-15,11.557999610900879,9328.197265625,,,,,
2020-05-16,11.557999610900879,9377.013671875,,,,,
2020-05-17,11.557999610900879,9670.7392578125,,,,,
2020-05-18,12.012999534606934,9726.5751953125,,,,,
2020-05-19,11.906000137329102,9729.0380859375,,,,,
2020-05-20,12.12399959564209,9522.9814453125,,,,,
2020-05-21,12.071999549865723,9081.76171875,,,,,
2020-05-22,12.237000465393066,9182.5771484375,,,,,
2020-05-23,12.237000465393066,9209.287109375,,,,,
2020-05-24,12.237000465393066,8790.3681640625,,,,,
2020-05-25,12.237000465393066,8906.9345703125,,,,,
2020-05-26,12.470999717712402,8835.052734375,,,,,
2020-05-27,12.592000007629395,9181.017578125,,,,,
2020-05-28,12.534000396728516,9525.7509765625,,,,,
2020-05-29,12.447999954223633,9439.1240234375,,,,,
2020-05-30,12.447999954223633,9700.4140625,,,,,
2020-05-31,12.447999954223633,9461.05859375,,,,,
2020-06-01,12.260000228881836,10167.2685546875,,,,,
2020-06-02,12.109000205993652,9529.8037109375,,,,,
2020-06-03,12.963000297546387,9656.7177734375,,,,,
2020-06-04,12.529999732971191,9800.63671875,,,,,
2020-06-05,12.520999908447266,9665.533203125,,,,,
2020-06-06,12.520999908447266,9653.6796875,,,,,
2020-06-07,12.520999908447266,9758.8525390625,,,,,
2020-06-08,12.63599967956543,9771.4892578125,,,,,
2020-06-09,12.567999839782715,9795.7001953125,,,,,
2020-06-10,12.392000198364258,9870.0947265625,,,,,
2020-06-11,11.734000205993652,9321.78125,,,,,
2020-06-12,11.802000045776367,9480.84375,,,,,
2020-06-13,11.802000045776367,9475.27734375,,,,,
2020-06-14,11.802000045776367,9386.7880859375,,,,,
2020-06-15,12.267000198364258,9450.7021484375,,,,,
2020-06-16,12.196000099182129,9538.0244140625,,,,,
2020-06-17,12.17300033569336,9480.2548828125,,,,,
2020-06-18,11.946000099182129,9411.8408203125,,,,,
2020-06-19,11.819000244140625,9288.0185546875,,,,,
2020-06-20,11.819000244140625,9332.3408203125,,,,,
2020-06-21,11.819000244140625,9303.6298828125,,,,,
2020-06-22,11.871000289916992,9648.7177734375,,,,,
2020-06-23,11.753999710083008,9629.658203125,,,,,
2020-06-24,11.437999725341797,9313.6103515625,,,,,
2020-06-25,11.779000282287598,9264.8134765625,,,,,
2020-06-26,11.600000381469727,9162.91796875,,,,,
2020-06-27,11.600000381469727,9045.390625,,,,,
2020-06-28,11.600000381469727,9143.58203125,,,,,
2020-06-29,11.850000381469727,9190.8544921875,,,,,
2020-06-30,11.829000473022461,9137.9931640625,,,,,
2020-07-01,11.779999732971191,9228.3251953125,,,,,
2020-07-02,11.734999656677246,9123.41015625,,,,,
2020-07-03,11.734999656677246,9087.3037109375,,,,,
2020-07-04,11.734999656677246,9132.48828125,,,,,
2020-07-05,11.734999656677246,9073.9423828125,,,,,
2020-07-06,11.975000381469727,9375.474609375,,,,,
2020-07-07,11.809000015258789,9252.27734375,,,,,
2020-07-08,11.821999549865723,9428.3330078125,,,,,
2020-07-09,11.737000465393066,9277.9677734375,,,,,
2020-07-10,11.765999794006348,9278.8076171875,,,,,
2020-07-11,11.765999794006348,9240.3466796875,,,,,
2020-07-12,11.765999794006348,9276.5,,,,,
2020-07-13,11.579000473022461,9243.6142578125,,,,,
2020-07-14,11.666000366210938,9243.2138671875,,,,,
2020-07-15,12.045000076293945,9192.8369140625,,,,,
2020-07-16,11.845999717712402,9132.2275390625,,,,,
2020-07-17,11.833999633789062,9151.392578125,,,,,
2020-07-18,11.833999633789062,9159.0400390625,,,,,
2020-07-19,11.833999633789062,9185.8173828125,,,,,
2020-07-20,12.050999641418457,9164.2314453125,,,,,
2020-07-21,12.104000091552734,9374.8876953125,,,,,
2020-07-22,12.121000289916992,9525.36328125,,,,,
2020-07-23,11.97599983215332,9581.072265625,,,,,
2020-07-24,11.694999694824219,9536.892578125,,,,,
2020-07-25,11.694999694824219,9677.11328125,,,,,
2020-07-26,11.694999694824219,9905.1669921875,,,,,
2020-07-27,11.765999794006348,10990.873046875,,,,,
2020-07-28,11.781000137329102,10912.8232421875,,,,,
2020-07-29,12.27400016784668,11100.4677734375,,,,,
2020-07-30,12.21500015258789,11111.2138671875,,,,,
2020-07-31,12.392000198364258,11323.466796875,,,,,
2020-08-01,12.392000198364258,11759.5927734375,,,,,
2020-08-02,12.392000198364258,11053.6142578125,,,,,
2020-08-03,12.366000175476074,11246.3486328125,,,,,
2020-08-04,12.331999778747559,11205.892578125,,,,,
2020-08-05,12.395000457763672,11747.0224609375,,,,,
2020-08-06,12.335000038146973,11779.7734375,,,,,
2020-08-07,12.33899974822998,11601.47265625,,,,,
2020-08-08,12.33899974822998,11754.0458984375,,,,,
2020-08-09,12.33899974822998,11675.7392578125,,,,,
2020-08-10,12.362000465393066,11878.111328125,,,,,
2020-08-11,13.48900032043457,11410.525390625,21454.0,21454.0,250000000.0,,
2020-08-12,13.704000473022461,11584.9345703125,21454.0,21454.0,250000000.0,,
2020-08-13,13.699999809265137,11784.1376953125,21454.0,21454.0,250000000.0,,
2020-08-14,14.663000106811523,11768.87109375,21454.0,21454.0,250000000.0,,
2020-08-15,14.663000106811523,11865.6982421875,21454.0,21454.0,250000000.0,,
2020-08-16,14.663000106811523,11892.8037109375,21454.0,21454.0,250000000.0,,
2020-08-17,14.383999824523926,12254.40234375,21454.0,21454.0,250000000.0,,
2020-08-18,14.314000129699707,11991.2333984375,21454.0,21454.0,250000000.0,,
2020-08-19,14.166999816894531,11758.283203125,21454.0,21454.0,250000000.0,,
2020-08-20,14.413999557495117,11878.3720703125,21454.0,21454.0,250000000.0,,
2020-08-21,14.508000373840332,11592.4892578125,21454.0,21454.0,250000000.0,,
2020-08-22,14.508000373840332,11681.8251953125,21454.0,21454.0,250000000.0,,
2020-08-23,14.508000373840332,11664.84765625,21454.0,21454.0,250000000.0,,
2020-08-24,14.857999801635742,11774.595703125,21454.0,21454.0,250000000.0,,
2020-08-25,14.696000099182129,11366.134765625,21454.0,21454.0,250000000.0,,
2020-08-26,14.605999946594238,11488.36328125,21454.0,21454.0,250000000.0,,
2020-08-27,14.652000427246094,11323.3974609375,21454.0,21454.0,250000000.0,,
2020-08-28,14.689000129699707,11542.5,21454.0,21454.0,250000000.0,,
2020-08-29,14.689000129699707,11506.865234375,21454.0,21454.0,250000000.0,,
2020-08-30,14.689000129699707,11711.505859375,21454.0,21454.0,250000000.0,,
2020-08-31,14.444000244140625,11680.8203125,21454.0,21454.0,250000000.0,,
2020-09-01,14.881999969482422,11970.478515625,21454.0,21454.0,250000000.0,,
2020-09-02,15.0,11414.0341796875,21454.0,21454.0,250000000.0,,
2020-09-03,14.428000450134277,10245.296875,21454.0,21454.0,250000000.0,,
2020-09-04,14.218999862670898,10511.8134765625,21454.0,21454.0,250000000.0,,
2020-09-05,14.218999862670898,10169.5673828125,21454.0,21454.0,250000000.0,,
2020-09-06,14.218999862670898,10280.3515625,21454.0,21454.0,250000000.0,,
2020-09-07,14.218999862670898,10369.5634765625,21454.0,21454.0,250000000.0,,
2020-09-08,13.881999969482422,10131.5166015625,21454.0,21454.0,250000000.0,,
2020-09-09,14.114999771118164,10242.34765625,21454.0,21454.0,250000000.0,,
2020-09-10,13.972000122070312,10363.138671875,21454.0,21454.0,250000000.0,,
2020-09-11,14.11299991607666,10400.9150390625,21454.0,21454.0,250000000.0,,
2020-09-12,14.11299991607666,10442.1708984375,21454.0,21454.0,250000000.0,,
2020-09-13,14.11299991607666,10323.755859375,21454.0,21454.0,250000000.0,,
2020-09-14,14.26200008392334,10680.837890625,16796.0,38250.0,425000000.0,,
2020-09-15,15.574999809265137,10796.951171875,16796.0,38250.0,425000000.0,,
2020-09-16,17.489999771118164,10974.9052734375,16796.0,38250.0,425000000.0,,
2020-09-17,16.361000061035156,10948.990234375,16796.0,38250.0,425000000.0,,
2020-09-18,15.958999633789062,10944.5859375,16796.0,38250.0,425000000.0,,
2020-09-19,15.958999633789062,11094.3466796875,16796.0,38250.0,425000000.0,,
2020-09-20,15.958999633789062,10938.271484375,16796.0,38250.0,425000000.0,,
2020-09-21,15.215999603271484,10462.259765625,16796.0,38250.0,425000000.0,,
2020-09-22,15.425000190734863,10538.4599609375,16796.0,38250.0,425000000.0,,
2020-09-23,14.82800006866455,10246.1865234375,16796.0,38250.0,425000000.0,,
2020-09-24,14.605999946594238,10760.06640625,16796.0,38250.0,425000000.0,,
2020-09-25,14.61299991607666,10692.716796875,16796.0,38250.0,425000000.0,,
2020-09-26,14.61299991607666,10750.7236328125,16796.0,38250.0,425000000.0,,
2020-09-27,14.61299991607666,10775.26953125,16796.0,38250.0,425000000.0,,
2020-09-28,15.145999908447266,10709.65234375,16796.0,38250.0,425000000.0,,
2020-09-29,14.968999862670898,10844.640625,16796.0,38250.0,425000000.0,,
2020-09-30,15.055999755859375,10784.4912109375,16796.0,38250.0,425000000.0,,
2020-10-01,14.895999908447266,10619.4521484375,16796.0,38250.0,425000000.0,,
2020-10-02,14.645999908447266,10575.974609375,16796.0,38250.0,425000000.0,,
2020-10-03,14.645999908447266,10549.3291015625,16796.0,38250.0,425000000.0,,
2020-10-04,14.645999908447266,10669.5830078125,16796.0,38250.0,425000000.0,,
2020-10-05,14.821000099182129,10793.33984375,16796.0,38250.0,425000000.0,,
2020-10-06,15.003999710083008,10604.40625,16796.0,38250.0,425000000.0,,
2020-10-07,15.309000015258789,10668.96875,16796.0,38250.0,425000000.0,,
2020-10-08,16.393999099731445,10915.685546875,16796.0,38250.0,425000000.0,,
2020-10-09,16.472999572753906,11064.4580078125,16796.0,38250.0,425000000.0,,
2020-10-10,16.472999572753906,11296.361328125,16796.0,38250.0,425000000.0,,
2020-10-11,16.472999572753906,11384.181640625,16796.0,38250.0,425000000.0,,
2020-10-12,16.645999908447266,11555.36328125,16796.0,38250.0,425000000.0,,
2020-10-13,16.607999801635742,11425.8994140625,16796.0,38250.0,425000000.0,,
2020-10-14,16.423999786376953,11429.5068359375,16796.0,38250.0,425000000.0,,
2020-10-15,16.597000122070312,11495.349609375,16796.0,38250.0,425000000.0,,
2020-10-16,16.469999313354492,11322.123046875,16796.0,38250.0,425000000.0,,
2020-10-17,16.469999313354492,11358.1015625,16796.0,38250.0,425000000.0,,
2020-10-18,16.469999313354492,11483.359375,16796.0,38250.0,425000000.0,,
2020-10-19,16.413999557495117,11742.037109375,16796.0,38250.0,425000000.0,,
2020-10-20,16.906999588012695,11916.3349609375,16796.0,38250.0,425000000.0,,
